StationName,StationCode,TargetLatitude,TargetLongitude
"O099-Hidden Beach, Santa Cruz",O099,36.9571,-121.889
"O110-Rio del Mar Beach, Santa Cruz",O110,36.9688,-121.906
"O140-Seacliff State Beach, Santa Cruz",O140,36.9713,-121.913
"O170-New Brighton State Beach, Santa Cruz",O170,36.9783,-121.938
"O235-Capitola City Beach, Santa Cruz",O235,36.9718,-121.95
"O240-Capitola City Beach, Santa Cruz",O240,36.9714,-121.951
"O320-Pleasure Point Beach, Santa Cruz",O320,36.9587,-121.967
"O340-Moran Lake, County Beach, Santa Cruz",O340,36.9562,-121.978
"O370-Corcoran Lagoon Beach, Santa Cruz",O370,36.9598,-121.986
"O380-Sunny Cove Beach, Santa Cruz",O380,36.9605,-121.989
"O410-Twin Lakes State Beach, Santa Cruz",O410,36.9616,-121.998
"O440-Seabright Beach, Santa Cruz",O440,36.9629,-122.009
"O450-Main Beach, Santa Cruz",O450,36.9633,-122.013
"O460-Main Beach, Santa Cruz",O460,36.9628,-122.02
"O490-Cowell Beach, Santa Cruz",O490,36.9618,-122.023
"O494-Cowell Beach, Santa Cruz",O494,36.9577,-122.026
"O510-Lighthouse Beach, Santa Cruz",O510,36.9517,-122.029
"O520-Mitchells Cove Beach, Santa Cruz",O520,36.9526,-122.041
"O530-Natural Bridges State Beach, Santa Cruz",O530,36.9499,-122.058
"O560-San Vicente Beach, Santa Cruz",O560,37.0094,-122.194
"O580-Scott Creek Beach, Santa Cruz",O580,37.0386,-122.229
"O590-Waddell Creek Beach, Santa Cruz",O590,37.0963,-122.28
Oak Creek 470 m WNW of Mt. Whitney Fish Hatchery,OAK.50,36.83236403,-118.2498083
Oak Glen Park,204LME130,37.82024,-122.25863
OB-RW-16-Long Beach Outer Harbor,OB-RW-16,33.73144867,-118.2210007
"OC-010-Oceanside municipal beach, other, San Diego",OC-010,33.1684,-117.362
"OC-020-Oceanside municipal beach, other, San Diego",OC-020,33.1729,-117.366
"OC-022-Buccaneer Beach, San Diego",OC-022,33.1767,-117.369
"OC-030-Buccaneer Beach, San Diego",OC-030,33.1766,-117.369
"OC-035-Oceanside municipal beach, other, San Diego",OC-035,33.1795,-117.374
"OC-040-Oceanside municipal beach, other, San Diego",OC-040,33.1824,-117.374
"OC-050-Oceanside Pier area, San Diego",OC-050,33.1905,-117.382
"OC-080-Oceanside Pier area, San Diego",OC-080,33.1939,-117.385
"OC-090-Oceanside Pier area, San Diego",OC-090,33.1966,-117.387
"OC-100-Harbor Beach, San Diego",OC-100,33.2025,-117.392
"OC-110-Harbor Beach, San Diego",OC-110,33.2044,-117.394
"OCB10-Oceano Dunes State Rec Area, San Luis Obispo",OCB10,35.0765,-120.629
"OCB11-Oceano Dunes State Rec Area, San Luis Obispo",OCB11,35.1006,-120.631
"OCB12-Oceano Dunes State Rec Area, San Luis Obispo",OCB12,35.1054,-120.632
"OCB13-Oceano Dunes State Rec Area, San Luis Obispo",OCB13,35.1083,-120.632
Ocean Avenue -18in Discharge,203CAR020-DIS-18,36.555,-121.93
Ocean Avenue Stormwater Outfall,C-2,33.4677,-117.682
Ocean View at 15th Street - 36in Discharge,203PAC050-DIS-36,36.6234,-121.915
"Ocean View at Hopkins Marine Station, Stanford University - 36in Discharge",203PAC010-DIS-36,36.619,-121.903
"Ocean View at Hopkins Marine Station, Stanford University - Receiving Water",203PAC010-REC,36.619,-121.903
"Ocean View at Hopkins Marine Station, Stanford University -18in Discharge",203PAC010-DIS-18,36.619,-121.903
Ocean View between 12th Street and 13th Street - 36in Discharge,203PAC040-DIS-36,36.6229,-121.914
Ocean View between 12th Street and 13th Street - Receiving Water,203PAC040-REC,36.6229,-121.914
Ocean View between Clyte Street and Naiad Street -18in Discharge,203PAC100-DIS-18,36.6274,-121.92
Ocean View between Fountain Avenue and 15th Street -18in Discharge,203PAC060-DIS-18,36.6238,-121.915
"OCEAN#15_SL-Baker Beach, San Francisco",OCEAN#15_SL,37.7917,-122.485
"OCEAN#15EAST_SL-Baker Beach, San Francisco",OCEAN#15EAST_SL,37.7934,-122.484
"OCEAN#16_SL-Baker Beach, San Francisco",OCEAN#16_SL,37.7899,-122.487
"OCEAN#17_SL-China Beach, San Francisco",OCEAN#17_SL,37.7881,-122.491
"OCEAN#18_SL-Ocean Beach, San Francisco",OCEAN#18_SL,37.775,-122.513
"OCEAN#19_SL-Ocean Beach, San Francisco",OCEAN#19_SL,37.764,-122.512
"OCEAN#20_SL-Ocean Beach, San Francisco",OCEAN#20_SL,37.749,-122.509
"OCEAN#21.1_SL-Ocean Beach, San Francisco",OCEAN#21.1_SL,37.7347,-122.508
"OCEAN#21_SL-Ocean Beach, San Francisco",OCEAN#21_SL,37.7378,-122.508
"OCEAN#22_SL-Ocean Beach, San Francisco",OCEAN#22_SL,37.7152,-122.504
Oceans Edge Rain Leader 41,OERL41,36.6186,-121.902
Oceanside_A004a_Carlsbad,OC_A004a,33,-117
Oceanside_A004b_Carlsbad,OC_A004b,33,-117
Oceanside_A013_Carlsbad,OC_A013,33,-117
Oceanside_A015_Carlsbad,OC_A015,33,-117
Oceanside_A016_Carlsbad,OC_A016,33,-117
Oceanside_B002_Carlsbad,OC_B002,33,-117
Oceanside_B022_Carlsbad,OC_B022,33,-117
Oceanside_B104_Carlsbad,OC_B104,33,-117
Oceanside_L001_Carlsbad,OC_L001,33,-117
Oceanside_L009_Carlsbad,OC_L009,33,-117
Oceanside_L019_Carlsbad,OC_L019,33,-117
Oceanside_L027_Carlsbad,OC_L027,33,-117
Oceanside_L040_Carlsbad,OC_L040,33,-117
Oceanside_L111_Carlsbad,OC_L111,33,-117
Oceanside_LA-026_Carlsbad,OC_LA-026,33.21045,-117.32639
Oceanside_S006_San Luis Rey River,OC_S006,33,-117
Oceanside_S065_San Luis Rey River,OC_S065,33,-117
Oceanside_S106_San Luis Rey River,OC_S106,33,-117
Oceanside_S117_San Luis Rey River,OC_S117,33,-117
Oceanside_S122_San Luis Rey River,OC_S122,33,-117
Oceanside_SLR-016_San Luis Rey River,OC_SLR-016,33.22186,-117.34984
Oceanside_SLR-025_San Luis Rey River,OC_SLR-025,33.24105,-117.32679
Oceanside_SLR-036_San Luis Rey River,OC_SLR-036,33.25583,-117.29243
OCSD Ocean WQ Station 2103,2103,33.58482,-117.94463
OCSD Ocean WQ Station 2104,2104,33.56998,-117.9569
OCSD Ocean WQ Station 2180,2180,33.6167,-117.94438
OCSD Ocean WQ Station 2181,2181,33.61462,-117.94587
OCSD Ocean WQ Station 2182,2182,33.60453,-117.9544
OCSD Ocean WQ Station 2183,2183,33.59502,-117.9624
OCSD Ocean WQ Station 2190,2190,33.62185,-117.95335
OCSD Ocean WQ Station 2191,2191,33.61975,-117.95483
OCSD Ocean WQ Station 2192,2192,33.6099,-117.96297
OCSD Ocean WQ Station 2193,2193,33.60005,-117.9711
OCSD Ocean WQ Station 2200,2200_SCCWRP,33.62713,-117.96222
OCSD Ocean WQ Station 2201,2201,33.62488,-117.96385
OCSD Ocean WQ Station 2202,2202,33.61502,-117.9719
OCSD Ocean WQ Station 2203,2203,33.60522,-117.98017
OCSD Ocean WQ Station 2205,2205,33.57557,-118.0047
OCSD Ocean WQ Station 2210,2210,33.63229,-117.97079
OCSD Ocean WQ Station 2211,2211,33.63002,-117.9728
OCSD Ocean WQ Station 2212,2212,33.62017,-117.98087
OCSD Ocean WQ Station 2213,2213,33.61032,-117.98905
OCSD Ocean WQ Station 2220,2220,33.63658,-117.9818
OCSD Ocean WQ Station 2221,2221,33.63498,-117.9818
OCSD Ocean WQ Station 2222,2222,33.62537,-117.98957
OCSD Ocean WQ Station 2223,2223,33.6154,-117.99785
OCSD Ocean WQ Station 2303,2303,33.62562,-118.0156
OCSD Ocean WQ Station 2351,2351,33.63585,-118.03335
OCSD Ocean WQ Station 2403,2403,33.64608,-118.0512
OCSD Ocean WQ Station WQ_1,WQ_1,33.57762,-118.01613
OCSD Ocean WQ Station WQ_9,WQ_9,33.57272,-117.99183
"ODB02-Doheny State Beach, Orange",ODB02,33.4613,-117.69
"ODB05-Doheny State Beach, Orange",ODB05,33.5466,-117.801
"OLB00-Laguna Beach, Orange",OLB00,33.5428,-117.786
"OLB05-Laguna Beach, Orange",OLB05,33.5472,-117.802
"OLB10-Laguna Beach, Orange",OLB10,33.5508,-117.808
Old Creek at Cottontail Creek Road County Access Gate,310OLD,35.47167098,-120.858947
"Old Home Beach-Old Home Beach, Humboldt",Old Home Beach,41.05,-124.13
Old House Creek above County Road 175,GV15-UCD-Tate,39.92794546,-120.5773484
Old Hwy 395 bridge W side of Interstate 15,SLR-050,33.32417,-117.15998
Old Mission Historical Dam,SDG-020,32.83886,-117.04522
Old Outlet Creek downstream of parcel 108-030-04,WQ-20,39.4307,-123.35175
Old Outlet Creek west of parcel 108-010-06 along Category I riparian creation area,WQ-21,39.440663,-123.353269
Old Outlet Creek west of parcel 108-010-06 downstream of Category II riparian creation area,WQ-22,39.448823,-123.347451
Old River at Tracy Blvd.,544SJC506,37.80472222,-121.4494444
Old Salinas River @ Potrero Rd,309POT,36.79076898,-121.78932
Old Salinas River at Monterey Dunes Way,309OLD,36.77229098,-121.787855
"OLDE11-Olde Port Beach, San Luis Obispo",OLDE11,35.1778,-120.748
"OLDE12-Olde Port Beach, San Luis Obispo",OLDE12,35.1777,-120.749
Olema Above Randall Gulch 450 m. - 201LAG110,201LAG110,37.97830556,-122.7356056
Olema Creek at Bear Valley Rd. Bridge  - 201LAG050,201LAG050,38.0418,-122.7897
"Olema Creek at Five Brooks Trailhead, Hwy 1 overpass of Creek - 201LAG085",201LAG085,37.99777222,-122.7550444
Olema Creek Below Pasture Flow at end of Marsh Road. - 201LAG030,201LAG030,38.06184999,-122.8075556
"Olema Creek, John West Fork, 320 m. US of Confluence - 201LAG105",201LAG105,37.99503611,-122.7527889
Olema Davis Boucher Tributary 350 m US of confluence - 201LAG080,201LAG080,38.009525,-122.7719889
On road to Bell Meadow below culvert,BM5-UCD-Tate,38.169908,-119.957951
"ONB31-Newport Beach, Orange",ONB31,33.5905,-117.869
"ONB35-Crystal Cove State Park, Orange",ONB35,33.5837,-117.876
"ONB39-Crystal Cove State Park, Orange",ONB39,33.5737,-117.84
"ONB43-Crystal Cove State Park, Orange",ONB43,33.5642,-117.828
"ONB45-Crystal Cove State Park, Orange",ONB45,33.5605,-117.822
Open Sea Rain Leader 33,OERL33,36.6178,-121.901
Orcutt Creek @ Hwy 1,312ORI,34.941374,-120.572882
Orcutt Creek @ Solomon Rd,312ORS,34.871944,-120.466389
Orcutt Creek at Brown Road,312GVT,34.93395,-120.55787
Orcutt Creek at sand plant above Santa Maria River,312ORC,34.957554,-120.631454
Orcutt Solomon Creek at Black Road,312ORB,34.88385998,-120.494063
Oregon Creek Swimming Hole,517YUB001,39.404341,-121.075828
Orestimba Creek @ Anderson Rd.,541STC520,37.36214,-121.06161
Orestimba Creek @ Bell Rd.,541STC517,37.33281,-121.10288
Orestimba Creek @ Hwy 33,541STC519,37.37715,-121.05812
Orestimba Creek @ Kilburn,541STC518,37.39925,-121.03245
Orestimba Creek @ Orestimba Rd.,541STC521,37.31929,-121.12093
Orestimba Creek @ River Road,541STC019,37.41388889,-121.0141667
"OSB01-Seal Beach Surfside, Orange",OSB01,33.7265,-118.084
"OSB02-Seal Beach Surfside, Orange",OSB02,33.7408,-118.114
"OSB03-Seal Beach Surfside, Orange",OSB03,33.739,-118.114
"OSB04-Seal Beach Surfside, Orange",OSB04,33.7372,-118.102
"OSB05-Seal Beach Surfside, Orange",OSB05,33.7378,-118.106
"OSC01-San Clemente City Beach, Orange",OSC01,33.416,-117.618
"OSL25-Monarch Beach, Orange",OSL25,33.4818,-117.725
Oso Flaco Creek @ Bonita School & Division (south ditch),312BSR,35.00347,-120.51909
Oso Flaco Creek at Oso Flaco Lake Road,312OFC,35.016388,-120.586259
Oso Flaco Lake @ culvert,312OFL,35.03100098,-120.619171
"OSUB1-Sunset County Beach, Orange",OSUB1,33.7167,-118.072
Otay Reservoir,OTY-010,32.61681,-116.93258
Otay River TWAS 1,OR-TWAS-1,32.5904,-117.073
Otay Valley Regional Park- South,OTY-030,32.59314,-117.09264
Outfall 85,Outfall 85,33.7636,-118.21976
Outlet Creek downstream of Davis Creek confluence,WQ-27,39.462642,-123.350415
Outlet Creek downstream of parcel 108-020-04,WQ-19,39.448445,-123.345972
Outlet Creek downstream of parcel 108-030-05,WQ-18,39.429191,-123.345465
Outlet from Beck Drive and Woodrose Avenue area to channel.,J30d-4,32.859,-116.974
Owens R at Benton Crossing Rd,OWE.40,37.69763,-118.76291
Owens R at Forest Rd 2S04,OWE.20,37.74997,-118.93832
Owens River above Hwy 168 bridge,OWE.77,37.17860224,-118.2658092
Owens River above Warms Springs Road bridge,OWE.73,37.32545584,-118.313762
Owens River at Chalk Bluffs Road diversion structure just upstream of gravel quarry,OWE.68,37.4163,-118.4168
Owens River at eastern end of Goodale Road,OWE.80,36.97538588,-118.2096573
Owens River at lower end of Pleasant Valley Campground,OWE.66,37.406055,-118.501942
Owens River at Mazourka Canyon Road overcrossing,OWE.85,36.80277877,-118.1293339
Owens River at Pleasant Valley Dam Rd-Chalk Bluff Rd intersection,OWE.65,37.41024229,-118.5105443
Owens River immediately below Hwy 6 bridge,OWE.70,37.39854839,-118.3560171
Owens River upstream of Hwy 136 at LADWP weir,OWE.90,36.57628572,-118.0167846
Oxford Basin - Basin E side,MdRH-Basin-E,33.98472,-118.45653
Oxford Basin - deep water,MdRH-ORB-2,33.98472,-118.45567
Oxford Basin - south of berm,MdRH-ORB-3,33.98444,-118.45625
Oxford Basin side,MdRH-ORB-4,33.98356,-118.45606
Oxford Basin side of Basin E,MdRH-ORB-1,33.98556,-118.45492
Oxford Basin- west side of the berm,MdRH-ORB-5,33.98441,-118.45628
"Oyster Point Marina-Oyster Point Marina, San Mateo",Oyster Point Marina,37.6639,-122.383
Pacheco Creek at San Felipe Road,305PAC,36.94416598,-121.383753
Pacific Coast Highway Bridge,SLR-010,33.20627,-117.3865
Pacific Grove storm drain at end of 17th at Ocean View Drive,309-PGSD-14,36.62663172,-121.9166164
Pacific Grove storm drain at end of 8th Street,309-PGSD-01,36.62162628,-121.910331
Pacific Grove storm drain at end of Congress Avenue,309-PGSD-06,36.61226156,-121.9281761
Pacific Grove storm drain at end of Forest Avenue,309-PGSD-13,36.62449367,-121.9162272
Pacific Grove storm drain at end of Fountain Avenue,309-PGSD-10,36.6240033,-121.9151847
Pacific Grove storm drain at end of Grand Avenue,309-PGSD-12,36.62433666,-121.9157689
Pacific Grove storm drain at HopkinsMon,309-PGSD-09,36.61901036,-121.9030169
Pacific Grove storm drain at HopkinsPG,309-PGSD-08,36.61902111,-121.9030303
Pacific Grove storm drain at Lovers Point Beach,309-PGSD-03,36.62469844,-121.9176441
Pacific Grove storm drain between end of Fountain and 15th Streets,309-PGSD-11,36.62330001,-121.9147238
Pacific Grove storm drain between Pico and Arena Avenues,309-PGSD-04,36.6249294,-121.9398316
Packwood Creek,558PKC010,36.269,-119.4211
Pajaro River at Betabel Road,305PAJ,36.91679398,-121.54828
Pajaro River at Chittenden Gap,305CHI,36.90032998,-121.596157
Pajaro River at Frazier Lake Road,305FRA,36.96342085,-121.4908263
Pajaro River at Murphys Crossing,305MUR,36.90533398,-121.675238
Pajaro River at Porter/Main,305PJP,36.90439998,-121.7504
Pajaro River at Thurwachter Bridge,305THU,36.87977498,-121.791946
Pajaro River under Thurwachter Bridge,305-PAJAR-21,36.88,-121.7931
Pajaro storm drain at Main Street Bridge,305-PASD-01,36.90504297,-121.7506424
Palmer Creek at Palmer Creek Road-114PA3647,114PA3647,38.57435,-122.9545
Palo Colorado Canyon at first driveway to right,308-PALOC-31,36.3997431,-121.9027847
Palo Verde Diversion Dam,715CRPVDD,33.731,-114.5113
Palo Verde Lagoon (LG1),715CPVLG1,33.4361,-114.7162
Palo Verde Outfall Drain (PVOD2),715CPVOD2,33.4226,-114.72615
Panoche-Silver Creek at Belmont Avenue,541WWDPCB,36.74885,-120.51346
Panoche-Silver Creek at I-5 Crossing,541WWDPC5,36.65191,-120.6323
"PARADISE COVE-Paradise Cove, Marin",PARADISE COVE,37.8941,-122.458
Paradise Flat above Hwy 89,634PRDB10,39.00262,-120.11298
Parker Ck at Hwy 395,PAR.30,37.89892,-119.09385
Parker Ck WSW of trailhead,PAR.20,37.85104,-119.13903
Parking lot at Del Mar near Ocean Avenue -18in Discharge,203CAR030-DIS-18,36.5544,-121.93
Partington Canyon at Tan Bark trail,308-PARTI-31,36.17743917,-121.6930738
"Pasadena Point, shoreline",310PAS,35.32999212,-120.8444783
Paso Robles Creek at Santa Rita Road,309-PASOR-41,35.53695003,-120.7277262
"Pattys Hole, Merced River at El Portal",537MAR900,37.67216667,-119.7874833
Pauma Creek,SLR-080,33.33902,-116.89785
Paynes Creek at Paynes Crossing,508TEH907,40.27582,-122.18141
Paynesville,WF-PNSV,38.808936,-119.777122
"PB3-Pismo State Beach, San Luis Obispo",PB3,35.1359,-120.643
"PB4-Pismo State Beach, San Luis Obispo",PB4,35.1382,-120.644
"PB5-Pismo State Beach, San Luis Obispo",PB5,35.141,-120.646
Peabody Creek at Grass Valley 12.0,GVPC_12.0,39.21944444,-121.0697222
Peabody Creek at Grass Valley 12.2,GVPC_12.2,39.21944444,-121.0697222
Peabody Creek at Grass Valley 12.3,GVPC_12.3,39.21944444,-121.0669444
Peabody Creek at Grass Valley 12.4,GVPC_12.4,39.22138889,-121.0697222
Peabody Creek at Grass Valley 13.0,GVPC_13.0,39.21722222,-121.0708333
Pena Canyon Creek Lower,404SMB039,34.03966,-118.59686
Pena Canyon Creek Upper,404SMB038,34.04102,-118.59718
Peninsula-RW1,Peninsula-RW1,33.8057,-118.39801
Peninsula-RW2,Peninsula-RW2,33.73971,-118.38162
Peninsula-SD1,Peninsula-SD1,33.801,-118.3911
Peninsula-SD2,Peninsula-SD2,33.74167,-118.3881
Pennington Creek,310-PENN-41,35.340001,-120.735609
Pennington Creek @ bridge,310CPN,35.34530489,-120.7289245
Pennington Creek at Hwy 1,310PEN,35.33397,-120.7434
Pennington Creek upstream from horse corral,310APN,35.35366054,-120.7217623
Perris Line J,802PLJ752,33.8046,-117.209
Perris Valley Channel at Nuevo,802NVO325,33.8011,-117.205
Pescadero Creek at Stage Road Bridge adjacent to Community Church,202-PESCA-11,37.2547,-122.38313
Pescadero Creek NE of Chittendon @ RR tracks,305PES,36.90152498,-121.584304
"Pescadero State Beach-Pescadero State Beach, San Mateo",Pescadero State Beach,37.267,-122.413
Petaluma River - 100m downstream of confluence with Adobe Creek,206PET098,38.223164,-122.605189
Petaluma River - 100m upstream of Payran St bridge,206PET260,38.246232,-122.637995
Petaluma River - 7.2 mi upstream of Hwy 37 bridge. Papas Taverna on Lakeville Hwy,206PET007,38.197109,-122.547627
Petaluma River - 715m upstream of Petaluma Blvd N bridge. Just downstream of Rainsville Rd bridge,206PET350,38.27173,-122.67676
Petaluma River - Just downstream of Corona Rd Bridge,206PET315,38.26098,-122.65982
Petaluma River - Just upstream of E. Washington St bridge,206PET205,38.236157,-122.640363
"Petaluma River - Petaluma Village Premium Outlet Mall, just downstream of bridge leading into mall",206PET310,38.25578,-122.65117
"PFB-Julia Pfeiffer Burns State Beach, Monterey",PFB,36.238,-121.816
Picketts,WF-PKT,38.779051,-119.922647
Pico Creek @ Hwy 1,310PCO,35.61657598,-121.14742
Pico Creek under Hwy 1 Bridge,310-PICOC-41,35.6162615,-121.1482543
"PICO23-San Simeon Beach, San Luis Obispo",PICO23,35.6141,-121.148
Piedra Gorda Canyon Creek Lower,404SMB037,34.03733,-118.6086
Pilarcitos Creek at Half Moon Bay Coastal Trail-202PIL015,202PIL015,37.47282,-122.44616
Pilarcitos Creek at Pilarcitos and Oak Avenues,202-PILAR-11,37.46812,-122.43502
Pilkington Creek at Murray Road,304-PILKI-22,36.966764,-122.009617
Pilkington Creek at SC Natural History Museum,304-PILKI-21,36.965419,-122.009656
"Pillar Point #7-Pillar Point Harbor, San Mateo",Pillar Point #7,37.5021,-122.493
"Pillar point #8-Pillar Point Harbor, San Mateo",Pillar Point #8,37.5003,-122.496
Pine Creek at Nord-Gianella Road,504XPNCGR,39.78114,-121.98771
Pine Creek at Pine Creek Road culvert immediately below Rovana,PIN.20,37.41528308,-118.6073204
Pine Creek immediately below Hwy 395 in Round Valley,PIN.50,37.43958201,-118.5701621
Pinecrest Lake near Lakeshore Drive,534TUO202,38.19256,-119.9928
Piner Creek at Fulton Road,114PI0729,38.44844,-122.76955
"Pismo Creek above Highway 101, Frady Lane Bridge",310PIS,35.14034698,-120.634501
Pit @ Canby Bridge,526P00006,41.401,-120.9328611
Pit @ Co Rd 70 bridge,526P00005,41.43028,-120.73528
Pit @ Co. Rd. 90 bridge,526P00007,41.29218,-121.12508
Pit @ Malacha,526P00010,41.01519,-121.15376
Pit @ Pittville Bridge,526P00008,41.04554,-121.33035
Pit @ Stone Coal Valley bridge,526P00009,41.3685,-121.02985
Pit at North Fork (XL Ranch),526P00001,41.49861,-120.42222
Pit at So. Fork Pit below Jess V.,526P00011,41.23312,-121.34114
Pit at South Fork Flournoy,526P00012,41.23924,-120.51673
Pit at USFS bridge near Likely,526P00002,41.23,-120.41222
Pit River at Big Bend,506SHA950,41.02071,-121.91032
Pit River at Canby Bridge,526XPRCAN,41.4017,-120.931
Pit River at Pittville Bridge,526XPRPIT,41.0491,-121.7621
Pit River below Pit Number 7,506P00012,40.84498,-122.00093
Pixley Slough at Davis Road,531SJC507,38.05611111,-121.3330556
"PL-010-Imperial Beach municipal beach, other, San Diego",PL-010,32.5847,-117.133
"PL-040-non-accessible or restricted access shoreline on Pt. Loma, San Diego",PL-040,32.6653,-117.243
"PL-050-non-accessible or restricted access shoreline on Pt. Loma, San Diego",PL-050,32.6794,-117.248
"PL-060-non-accessible or restricted access shoreline on Pt. Loma, San Diego",PL-060,32.6934,-117.261
"PL-070-Sunset Cliffs Park, San Diego",PL-070,32.7197,-117.257
"PL-080-Ocean Beach, San Diego",PL-080,32.7326,-117.257
"PL-090-Ocean Beach, San Diego",PL-090,32.7467,-117.255
"PL-100-Ocean Beach, San Diego",PL-100,32.7492,-117.253
"PL-110-Ocean Beach, San Diego",PL-110,32.754,-117.253
"PL-120-Mission Beach, San Diego",PL-120,32.7713,-117.254
Plaskett Creek at Hwy 1,308-PLASK-31,35.91956147,-121.4665781
Playbowl,202SGR100,37.31524,-122.27408
Plaza Bonita Rd.,SWT-010,32.6505,-117.06353
Pleasant Valley Creek,632PLVB04,38.6698,-119.801
Plummer Crk Lower 2,IV15-UCD-Tate,40.48239702,-123.3200715
Plummer Crk Upper 1,IV16-UCD-Tate,40.48222927,-123.3155518
"PO_286-1755, 1_Penasquitos",PO_286-1755_1,32.95403,-117.04097
